BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	1	5	1000	8020	8020.008	9	14.01	1	3	2	5	4	13254	0	1000	1278	1112	0	1	3	2	5	4	2116	2538	2872	3158	3190	6000	5000	1	1	1	1	1	1
1	2	1	5	1000	13020	13021.999	14	14.015	3	2	4	5	1	32451	0	1000	2782	70	1	2	4	5	1	1	1148	1520	1868	2220	3506	6000	5000	0	1	1	1	1	1
1	3	0	5	1000	18020	18020.01	19	11.999	3	2	4	5	1	32451	0	1000	2536	16	0	3	2	4	5	1	1020	1552	2014	2426	2758	6000	5000	1	1	1	1	1	1
1	4	1	5	1000	23020	23020.117	24	10.117	3	5	1	2	4	35124	0	1000	1628	478	0	3	5	1	2	4	1482	1874	2206	2532	2890	6000	5000	1	1	1	1	1	1
1	5	1	5	1000	28020	28021.996	29	9.976	1	4	5	2	3	14523	0	1000	1524	378	0	1	4	5	2	3	1780	2090	2442	2744	3042	6000	5000	1	1	1	1	1	1
1	6	1	5	1000	33020	33020.007	34	6.011	1	4	5	2	3	14523	0	1000	1456	464	0	1	4	5	2	3	1468	1776	2064	2404	2700	6000	5000	1	1	1	1	1	1
1	7	0	5	1000	38020	38020.006	39	4.007	3	2	4	5	1	32451	0	1000	0	582	0	3	2	4	5	1	2718	3046	3414	3680	3982	6000	5000	0	1	1	1	1	1
1	8	0	5	1000	43020	43021.996	44	3.91	1	3	2	5	4	13254	0	1000	1418	490	0	1	3	2	5	4	1494	1816	2154	2468	2784	6000	5000	1	1	1	1	1	1
1	9	0	5	1000	48020	48020.01	49	0	1	4	5	2	3	14523	0	1000	1448	548	0	1	4	5	2	3	1552	1866	2208	2558	2898	6000	5000	1	1	1	1	1	1
1	10	1	5	1000	53020	53020.142	54	0	1	4	5	2	3	14523	0	1000	1344	482	0	1	4	5	2	3	1486	1774	2070	2408	2724	6000	5000	1	1	1	1	1	1
1	11	1	5	1000	58020	58021.971	59	0	3	5	1	2	4	35124	0	1000	2350	558	0	3	5	1	2	4	1562	1928	2272	2612	3628	6000	5000	1	1	1	1	1	1
1	12	0	5	1000	63020	63021.982	63	998.012	3	2	4	5	1	32451	0	1000	1652	582	0	3	2	4	5	1	1586	1910	2242	2616	2944	6000	5000	1	1	1	1	1	1
