BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	1	5	1000	8020	8020	9	16.012	1	3	2	5	4	13254	0	1000	1214	552	0	1	3	2	5	4	1556	1880	2182	2402	2648	6000	5000	1	1	1	1	1	1
1	2	0	5	1000	13020	13021.989	14	15.963	1	3	2	5	4	13254	0	1000	1228	726	0	1	3	2	5	4	1730	2030	2422	2612	2818	6000	5000	1	1	1	1	1	1
1	3	0	5	1000	18020	18021.969	19	14.003	1	4	5	2	3	14523	0	1000	1168	332	0	1	4	5	2	3	1336	1612	1834	2180	2378	6000	5000	1	1	1	1	1	1
1	4	0	5	1000	23020	23021.97	24	11.968	1	3	2	5	4	13254	0	1000	938	300	0	1	3	2	5	4	1304	1524	1758	1922	2118	6000	5000	1	1	1	1	1	1
1	5	1	5	1000	28020	28021.989	29	9.99	1	4	5	2	3	14523	0	1000	1106	334	0	1	4	5	2	3	1338	1602	1840	2072	2334	6000	5000	1	1	1	1	1	1
1	6	0	5	1000	33020	33021.988	34	8	3	5	1	2	4	35124	0	1000	1028	286	0	3	5	1	2	4	1290	1476	1686	1954	2178	6000	5000	1	1	1	1	1	1
1	7	1	5	1000	38020	38020.016	39	4.015	1	4	5	2	3	14523	0	1000	1094	272	0	1	4	5	2	3	1276	1546	1766	2020	2262	6000	5000	1	1	1	1	1	1
1	8	1	5	1000	43020	43022.006	44	5.993	3	2	4	5	1	32451	0	1000	1088	252	0	3	2	4	5	1	1256	1500	1738	1964	2158	6000	5000	1	1	1	1	1	1
1	9	1	5	1000	48020	48021.988	49	3.997	3	5	1	2	4	35124	0	1000	1146	344	0	3	5	1	2	4	1348	1568	1780	2056	2290	6000	5000	1	1	1	1	1	1
1	10	1	5	1000	53020	53022.003	54	2.015	3	5	1	2	4	35124	0	1000	1074	350	0	3	5	1	2	4	1354	1582	1788	2056	2290	6000	5000	1	1	1	1	1	1
1	11	0	5	1000	58020	58021.989	59	0	1	4	5	2	3	14523	0	1000	1136	342	0	1	4	5	2	3	1346	1670	1932	2150	2370	6000	5000	1	1	1	1	1	1
1	12	1	5	1000	63020	63020.001	63	996.013	1	3	2	5	4	13254	0	1000	1078	314	0	1	3	2	5	4	1318	1588	1802	2046	2266	6000	5000	1	1	1	1	1	1
1	13	1	5	1000	68020	68020.001	68	996.012	3	5	1	2	4	35124	0	1000	1106	264	0	3	5	1	2	4	1268	1470	1710	1986	2188	6000	5000	1	1	1	1	1	1
1	14	1	5	1000	73020	73020.001	73	994.002	1	3	2	5	4	13254	0	1000	1050	296	0	1	3	2	5	4	1300	1548	1772	1980	2214	6000	5000	1	1	1	1	1	1
1	15	0	5	1000	78020	78020.016	78	992.017	3	2	4	5	1	32451	0	1000	1152	306	0	3	2	4	5	1	1310	1568	1786	2010	2262	6000	5000	1	1	1	1	1	1
1	16	1	5	1000	83020	83022	83	994.009	3	2	4	5	1	32451	0	1000	1146	372	0	3	2	4	5	1	1376	1610	1852	2066	2312	6000	5000	1	1	1	1	1	1
1	17	1	5	1000	88020	88021.989	88	990.002	3	2	4	5	1	32451	0	16000	1096	404	0	3	2	4	5	1	1408	1652	1856	2090	2316	6000	5000	1	1	1	1	1	1
1	18	1	5	1000	108020	108022.02	108	984.03	3	2	4	5	1	32451	0	1000	1124	366	0	3	2	4	5	1	1370	1616	1860	2092	2318	6000	5000	1	1	1	1	1	1
1	19	0	5	1000	113020	113022.005	113	982.035	3	5	1	2	4	35124	0	1000	1042	322	0	3	5	1	2	4	1326	1524	1748	1998	2210	6000	5000	1	1	1	1	1	1
1	20	0	5	1000	118020	118021.988	118	979.968	3	5	1	2	4	35124	0	1000	986	272	0	3	5	1	2	4	1276	1478	1688	1946	2130	6000	5000	1	1	1	1	1	1
1	21	0	5	1000	123020	123021.989	123	977.989	1	3	2	5	4	13254	0	1000	1108	264	0	1	3	2	5	4	1268	1528	1838	2024	2244	6000	5000	1	1	1	1	1	1
1	22	1	5	1000	128020	128022.001	128	976.012	1	3	2	5	4	13254	0	1000	1040	284	0	1	3	2	5	4	1288	1526	1768	1964	2206	6000	5000	1	1	1	1	1	1
1	23	0	5	1000	133020	133020.012	133	974.012	1	4	5	2	3	14523	0	1000	974	322	0	1	4	5	2	3	1326	1578	1756	2002	2190	6000	5000	1	1	1	1	1	1
1	24	0	5	1000	138020	138020	138	972.011	3	2	4	5	1	32451	0	1000	1114	316	0	3	2	4	5	1	1320	1554	1792	2034	2264	6000	5000	1	1	1	1	1	1
1	25	0	5	1000	143020	143021.99	143	971.991	1	4	5	2	3	14523	0	1000	1020	322	0	1	4	5	2	3	1326	1588	1784	2042	2252	6000	5000	1	1	1	1	1	1
1	26	1	5	1000	148020	148020.019	148	968.016	3	2	4	5	1	32451	0	1000	1116	300	0	3	2	4	5	1	1304	1534	1768	1996	2216	6000	5000	1	1	1	1	1	1
1	27	0	5	1000	153020	153021.971	153	967.981	1	3	2	5	4	13254	0	1000	1094	288	0	1	3	2	5	4	1292	1532	1776	2062	2248	6000	5000	1	1	1	1	1	1
1	28	1	5	1000	158020	158021.989	158	965.971	3	5	1	2	4	35124	0	1000	1042	420	0	3	5	1	2	4	1424	1648	1850	2104	2338	6000	5000	1	1	1	1	1	1
