BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	1	5	1000	8020	8022.01	9	17.987	3	5	1	2	4	35124	0	1000	1120	490	0	3	5	1	2	4	1494	1746	1976	2208	2462	6000	5000	1	1	1	1	1	1
1	2	1	5	1000	13020	13021.969	14	15.941	3	5	1	2	4	35124	0	1000	1122	294	0	3	5	1	2	4	1298	1522	1768	1994	2244	6000	5000	1	1	1	1	1	1
1	3	1	5	1000	18020	18020.074	19	12.084	1	4	5	2	3	14523	0	1000	1074	282	0	1	4	5	2	3	1286	1492	1726	1950	2184	6000	5000	1	1	1	1	1	1
1	4	0	5	1000	23020	23021.99	24	11.997	1	4	5	2	3	14523	0	1000	1092	298	0	1	4	5	2	3	1302	1504	1750	2004	2224	6000	5000	1	1	1	1	1	1
1	5	0	5	1000	28020	28022	29	12.02	3	5	1	2	4	35124	0	1000	1084	254	0	3	5	1	2	4	1258	1472	1712	1910	2120	6000	5000	1	1	1	1	1	1
1	6	0	5	1000	33020	33021.978	34	9.988	1	3	2	5	4	13254	0	1000	1078	194	0	1	3	2	5	4	1198	1396	1636	1820	2052	6000	5000	1	1	1	1	1	1
1	7	1	5	1000	38020	38020.003	39	5.999	3	5	1	2	4	35124	0	1000	1040	376	0	3	5	1	2	4	1380	1576	1812	2026	2234	6000	5000	1	1	1	1	1	1
1	8	0	5	1000	43020	43021.992	44	6.002	1	4	5	2	3	14523	0	1000	1010	278	0	1	4	5	2	3	1282	1486	1706	1908	2130	6000	5000	1	1	1	1	1	1
1	9	0	5	1000	48020	48022.016	49	4.026	3	2	4	5	1	32451	0	1000	1032	212	0	3	2	4	5	1	1216	1440	1698	1908	2130	6000	5000	1	1	1	1	1	1
1	10	1	5	1000	53020	53021.986	54	2.007	1	3	2	5	4	13254	0	1000	1070	306	0	1	3	2	5	4	1310	1534	1782	2000	2222	6000	5000	1	1	1	1	1	1
1	11	1	5	1000	58020	58021.99	59	1.993	3	5	1	2	4	35124	0	1000	1048	152	0	3	5	1	2	4	1156	1386	1592	1810	2050	6000	5000	1	1	1	1	1	1
1	12	1	5	1000	63020	63021.981	64	0	1	3	2	5	4	13254	0	1000	996	264	0	1	3	2	5	4	1268	1478	1700	1902	2102	6000	5000	1	1	1	1	1	1
1	13	0	5	1000	68020	68020.012	68	996.035	1	3	2	5	4	13254	0	1000	1036	396	0	1	3	2	5	4	1400	1612	1842	2058	2280	6000	5000	1	1	1	1	1	1
1	14	0	5	1000	73020	73020.018	73	994.007	1	4	5	2	3	14523	0	1000	1050	258	0	1	4	5	2	3	1262	1470	1708	1930	2170	6000	5000	1	1	1	1	1	1
1	15	1	5	1000	78020	78020.109	78	992.119	3	5	1	2	4	35124	0	1000	1054	272	0	3	5	1	2	4	1276	1488	1712	1924	2170	6000	5000	1	1	1	1	1	1
1	16	1	5	1000	83020	83021.98	83	991.968	3	2	4	5	1	32451	0	1000	1028	242	0	3	2	4	5	1	1246	1484	1706	1926	2140	6000	5000	1	1	1	1	1	1
1	17	0	5	1000	88020	88021.982	88	991.97	1	3	2	5	4	13254	0	16000	1062	358	0	1	3	2	5	4	1362	1588	1820	2052	2262	6000	5000	1	1	1	1	1	1
1	18	0	5	1000	108020	108021.977	108	983.966	1	3	2	5	4	13254	0	1000	1104	348	0	1	3	2	5	4	1352	1586	1836	2076	2272	6000	5000	1	1	1	1	1	1
1	19	1	5	1000	113020	113021.99	113	981.987	1	3	2	5	4	13254	0	1000	1030	292	0	1	3	2	5	4	1296	1486	1720	1930	2138	6000	5000	1	1	1	1	1	1
1	20	0	5	1000	118020	118020	118	980.009	3	5	1	2	4	35124	0	1000	1090	260	0	3	5	1	2	4	1264	1466	1706	1950	2192	6000	5000	1	1	1	1	1	1
1	21	1	5	1000	123020	123020.004	123	977.992	3	5	1	2	4	35124	0	1000	1026	282	0	3	5	1	2	4	1286	1478	1704	1918	2142	6000	5000	1	1	1	1	1	1
1	22	0	5	1000	128020	128021.99	128	977.998	1	3	2	5	4	13254	0	1000	1054	170	0	1	3	2	5	4	1174	1396	1630	1820	2050	6000	5000	1	1	1	1	1	1
1	23	0	5	1000	133020	133020.005	133	974.022	1	3	2	5	4	13254	0	1000	1036	292	0	1	3	2	5	4	1296	1504	1730	1926	2144	6000	5000	1	1	1	1	1	1
1	24	0	5	1000	138020	138020.001	138	972.023	3	5	1	2	4	35124	0	1000	1044	190	0	3	5	1	2	4	1194	1406	1632	1844	2074	6000	5000	1	1	1	1	1	1
1	25	0	5	1000	143020	143020.01	143	969.993	1	4	5	2	3	14523	0	1000	1054	334	0	1	4	5	2	3	1338	1550	1790	2032	2262	6000	5000	1	1	1	1	1	1
1	26	1	5	1000	148020	148022.029	148	971.916	3	2	4	5	1	32451	0	1000	1108	178	0	3	2	4	5	1	1182	1440	1678	1896	2136	6000	5000	1	1	1	1	1	1
1	27	0	5	1000	153020	153021.993	153	970.002	3	2	4	5	1	32451	0	1000	1102	78	0	3	2	4	5	1	1082	1356	1598	1818	2038	6000	5000	1	1	1	1	1	1
1	28	1	5	1000	158020	158022.111	158	968.13	1	4	5	2	3	14523	0	1000	1100	328	0	1	4	5	2	3	1332	1564	1804	2048	2292	6000	5000	1	1	1	1	1	1
1	29	0	5	1000	163020	163021.992	163	965.979	3	2	4	5	1	32451	0	1000	1104	330	0	3	2	4	5	1	1334	1596	1842	2060	2292	6000	5000	1	1	1	1	1	1
1	30	0	5	1000	168020	168021.993	168	963.989	1	4	5	2	3	14523	0	1000	1104	246	0	1	4	5	2	3	1250	1494	1730	1966	2212	6000	5000	1	1	1	1	1	1
1	31	1	5	1000	173020	173020.11	173	960.106	1	3	2	5	4	13254	0	1000	1094	174	0	1	3	2	5	4	1178	1434	1686	1898	2120	6000	5000	1	1	1	1	1	1
1	32	1	5	1000	178020	178020.024	178	958.029	3	2	4	5	1	32451	0	1000	1064	264	0	3	2	4	5	1	1268	1526	1770	1988	2228	6000	5000	1	1	1	1	1	1
1	33	1	5	1000	183020	183021.989	183	960.026	1	3	2	5	4	13254	0	1000	1030	552	0	1	3	2	5	4	1556	1780	2026	2238	2454	6000	5000	1	1	1	1	1	1
1	34	0	5	1000	188020	188022.003	188	957.986	3	2	4	5	1	32451	0	16000	1064	240	0	3	2	4	5	1	1244	1490	1736	1950	2184	6000	5000	1	1	1	1	1	1
1	35	0	5	1000	208020	208022.013	208	950.022	3	2	4	5	1	32451	0	1000	1866	368	1	3	4	2	5	4	1372	1394	1724	2798	3080	6000	5000	0	1	1	1	1	1
1	36	0	5	1000	213020	213021.993	213	947.976	3	2	4	5	1	32451	0	1000	1066	316	0	3	2	4	5	1	1320	1562	1792	2030	2258	6000	5000	1	1	1	1	1	1
1	37	0	5	1000	218020	218022.064	218	948.05	1	3	2	5	4	13254	0	1000	1094	366	0	1	3	2	5	4	1370	1602	1864	2090	2338	6000	5000	1	1	1	1	1	1
1	38	1	5	1000	223020	223020.012	223	944.016	1	4	5	2	3	14523	0	1000	1074	386	0	1	4	5	2	3	1390	1602	1840	2080	2314	6000	5000	1	1	1	1	1	1
1	39	1	5	1000	228020	228020.099	228	942.108	1	3	2	5	4	13254	0	1000	1102	324	0	1	3	2	5	4	1328	1552	1774	2006	2238	6000	5000	1	1	1	1	1	1
1	40	1	5	1000	233020	233021.991	233	941.905	1	4	5	2	3	14523	0	1000	1074	334	0	1	4	5	2	3	1338	1544	1806	2036	2264	6000	5000	1	1	1	1	1	1
1	41	1	5	1000	238020	238020.008	238	938.017	1	4	5	2	3	14523	0	1000	1026	328	0	1	4	5	2	3	1332	1536	1756	1974	2206	6000	5000	1	1	1	1	1	1
1	42	0	5	1000	243020	243020.015	243	935.997	3	5	1	2	4	35124	0	1000	1048	274	0	3	5	1	2	4	1278	1478	1714	1920	2144	6000	5000	1	1	1	1	1	1
1	43	0	5	1000	248020	248020.001	248	936.002	3	2	4	5	1	32451	0	1000	1046	326	0	3	2	4	5	1	1330	1570	1760	1978	2218	6000	5000	1	1	1	1	1	1
1	44	1	5	1000	253020	253020.001	253	933.985	3	5	1	2	4	35124	0	1000	1080	280	0	3	5	1	2	4	1284	1480	1718	1942	2152	6000	5000	1	1	1	1	1	1
1	45	0	5	1000	258020	258020.007	258	932.014	3	5	1	2	4	35124	0	1000	1088	178	0	3	5	1	2	4	1182	1420	1630	1842	2058	6000	5000	1	1	1	1	1	1
1	46	1	5	1000	263020	263021.99	263	931.998	1	3	2	5	4	13254	0	1000	1092	330	0	1	3	2	5	4	1334	1540	1766	1952	2220	6000	5000	1	1	1	1	1	1
1	47	1	5	1000	268020	268021.987	268	929.953	1	3	2	5	4	13254	0	1000	1060	300	0	1	3	2	5	4	1304	1520	1750	1936	2158	6000	5000	1	1	1	1	1	1
1	48	0	5	1000	273020	273021.991	273	927.993	1	4	5	2	3	14523	0	1000	1062	344	0	1	4	5	2	3	1348	1572	1798	2018	2246	6000	5000	1	1	1	1	1	1
1	49	0	5	1000	278020	278022.012	278	927.972	1	4	5	2	3	14523	0	1000	1088	328	0	1	4	5	2	3	1332	1558	1798	2018	2244	6000	5000	1	1	1	1	1	1
1	50	0	5	1000	283020	283021.968	283	925.992	1	3	2	5	4	13254	0	1000	1076	358	0	1	3	2	5	4	1362	1598	1818	2024	2244	6000	5000	1	1	1	1	1	1
1	51	0	5	1000	288020	288021.986	288	924.018	3	2	4	5	1	32451	0	16000	1036	312	0	3	2	4	5	1	1316	1556	1760	2002	2262	6000	5000	1	1	1	1	1	1
1	52	0	5	1000	308020	308021.976	308	916.012	3	2	4	5	1	32451	0	1000	1104	446	0	3	2	4	5	1	1450	1724	1944	2174	2406	6000	5000	1	1	1	1	1	1
