BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5	
BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5	
1	33	1	5	1000	183020.000	183020.997	184	20.997	3	5	1	2	4	35124	0	1000	2150.000	504.000	1	5	5	1	2	4	1508.000	2316.000	2762.000	3102.000	3484.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5	
1	1	1	5	1000	8020.000	8020.978	9	20.978	3	2	4	5	1	32451	0	1000	1894.000	642.000	0	3	2	4	5	1	1646.000	2232.000	2710.000	3052.000	3296.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	2	0	5	1000	13020.000	13020.965	14	20.965	3	2	4	5	1	32451	0	1000	1260.000	804.000	0	3	2	4	5	1	1808.000	2098.000	2380.000	2602.000	2810.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	3	0	5	1000	18020.000	18020.950	19	20.950	1	4	5	2	3	14523	0	1000	1924.000	564.000	0	1	4	5	2	3	1568.000	2418.000	2782.000	3060.000	3340.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	4	0	5	1000	23020.000	23020.961	24	20.961	1	4	5	2	3	14523	0	1000	2012.000	222.000	1	5	2	5	2	3	1404.000	1752.000	2614.000	2982.000	3276.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	5	1	5	1000	28020.000	28020.963	29	20.963	3	5	1	2	4	35124	0	1000	0.000	136.000	1	5	5	0	0	0	1140.000	2592.000	0.000	0.000	0.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	6	0	5	1000	33020.000	33021.005	34	21.005	3	5	1	2	4	35124	0	1000	1674.000	888.000	0	3	5	1	2	4	1892.000	2086.000	2692.000	3046.000	3386.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	7	0	5	1000	38020.000	38020.957	39	20.957	1	3	2	5	4	13254	0	1000	1886.000	134.000	1	3	2	5	4	4	1322.000	1708.000	2050.000	2422.000	3024.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	8	0	5	1000	43020.000	43020.986	44	20.986	1	4	5	2	3	14523	0	1000	2314.000	14.000	1	4	5	5	2	3	1018.000	1634.000	2488.000	2814.000	3154.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	9	1	5	1000	48020.000	48020.963	49	20.963	1	4	5	2	3	14523	0	1000	2004.000	124.000	1	4	4	5	2	3	1128.000	1816.000	2198.000	2632.000	2984.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	10	0	5	1000	53020.000	53020.962	54	20.962	1	4	5	2	3	14523	0	1000	2098.000	176.000	1	4	4	5	2	3	1272.000	2150.000	2524.000	2840.000	3174.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	11	1	5	1000	58020.000	58020.973	59	20.973	1	3	2	5	4	13254	0	1000	2322.000	74.000	1	3	3	2	5	4	1124.000	2054.000	2470.000	2842.000	3218.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	12	1	5	1000	63020.000	63020.988	64	20.988	1	3	2	5	4	13254	0	1000	2220.000	188.000	0	1	3	2	5	4	1192.000	1704.000	2084.000	2876.000	3210.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	13	1	5	1000	68020.000	68020.941	69	20.941	3	2	4	5	1	32451	0	1000	1766.000	322.000	0	3	2	4	5	1	1326.000	1722.000	2114.000	2454.000	2838.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	14	1	5	1000	73020.000	73020.970	74	20.970	3	2	4	5	1	32451	0	1000	1634.000	440.000	0	3	2	4	5	1	1486.000	1820.000	2166.000	2460.000	2862.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	15	0	5	1000	78020.000	78020.996	79	20.996	1	3	2	5	4	13254	0	1000	1632.000	446.000	0	1	3	2	5	4	1614.000	2092.000	2434.000	2698.000	3060.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	16	0	5	1000	83020.000	83020.962	84	20.962	3	5	1	2	4	35124	0	1000	1446.000	36.000	0	3	5	1	2	4	1040.000	1282.000	1628.000	1976.000	2330.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	17	1	5	1000	88020.000	88020.965	89	20.965	1	3	2	5	4	13254	0	16000	1256.000	510.000	0	1	3	2	5	4	1514.000	1846.000	2090.000	2354.000	2594.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	18	1	5	1000	108020.000	108020.961	109	20.961	1	3	2	5	4	13254	0	1000	0.000	1880.000	0	1	3	2	5	4	2884.000	3280.000	3508.000	3720.000	3986.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	19	0	5	1000	113020.000	113020.965	114	20.965	3	5	1	2	4	35124	0	1000	1076.000	378.000	0	3	5	1	2	4	1382.000	1606.000	1816.000	2028.000	2334.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	20	1	5	1000	118020.000	118020.950	119	20.950	3	2	4	5	1	32451	0	1000	1568.000	454.000	0	3	2	4	5	1	1458.000	1820.000	2214.000	2474.000	2776.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	21	1	5	1000	123020.000	123020.963	124	20.963	1	4	5	2	3	14523	0	1000	1528.000	344.000	0	1	4	5	2	3	1348.000	1748.000	2042.000	2442.000	2742.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	22	1	5	1000	128020.000	128020.981	129	20.981	3	2	4	5	1	32451	0	1000	1576.000	402.000	0	3	2	4	5	1	1406.000	1672.000	2004.000	2342.000	2766.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	23	1	5	1000	133020.000	133020.962	134	20.962	3	5	1	2	4	35124	0	1000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	24	0	5	1000	138020.000	138020.952	139	20.952	1	4	5	2	3	14523	0	1000	1702.000	54.000	0	1	4	5	2	3	1058.000	1474.000	1920.000	2288.000	2598.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	25	1	5	1000	143020.000	143020.963	144	20.963	3	2	4	5	1	32451	0	1000	1396.000	368.000	0	3	2	4	5	1	1372.000	1636.000	1964.000	2236.000	2534.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	26	1	5	1000	148020.000	148020.951	149	20.951	1	3	2	5	4	13254	0	1000	1408.000	408.000	0	1	3	2	5	4	1412.000	1716.000	2018.000	2294.000	2658.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	27	1	5	1000	153020.000	153020.941	154	20.941	3	5	1	2	4	35124	0	1000	1656.000	482.000	0	3	5	1	2	4	1610.000	2016.000	2396.000	2752.000	3100.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	28	1	5	1000	158020.000	158020.934	159	20.934	1	4	5	2	3	14523	0	1000	1482.000	92.000	0	1	4	5	2	3	1096.000	1518.000	1804.000	2126.000	2436.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	29	1	5	1000	163020.000	163020.938	164	20.938	1	4	5	2	3	14523	0	1000	1494.000	368.000	0	1	4	5	2	3	1372.000	1734.000	2062.000	2394.000	2732.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	30	0	5	1000	168020.000	168020.978	169	20.978	3	5	1	2	4	35124	0	1000	1388.000	96.000	0	3	5	1	2	4	1100.000	1484.000	1762.000	2060.000	2324.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	31	0	5	1000	173020.000	173020.957	174	20.957	3	5	1	2	4	35124	0	1000	1976.000	112.000	1	5	5	1	2	4	1234.000	2096.000	2460.000	2708.000	3060.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	32	1	5	1000	178020.000	178020.961	179	20.961	3	5	1	2	4	35124	0	1000	1172.000	546.000	0	3	5	1	2	4	1550.000	1812.000	2080.000	2318.000	2574.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	33	1	5	1000	183020.000	183020.951	184	20.951	3	5	1	2	4	35124	0	1000	1140.000	410.000	0	3	5	1	2	4	1414.000	1668.000	1912.000	2184.000	2426.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	34	1	5	1000	188020.000	188020.990	189	20.990	1	3	2	5	4	13254	0	16000	1564.000	448.000	0	1	3	2	5	4	1538.000	1912.000	2360.000	2674.000	2952.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	35	1	5	1000	208020.000	208020.962	209	20.962	1	3	2	5	4	13254	0	1000	1716.000	1012.000	0	1	3	2	5	4	2016.000	2516.000	2836.000	3210.000	3542.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
