BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	0	5	1000	8020	8020	9	15.999	3	2	4	5	1	32451	0	1000	1582	582	0	3	2	4	5	1	1586	1958	2284	2696	3032	6000	5000	1	1	1	1	1	1
1	2	1	5	1000	13020	13021.986	14	15.999	3	2	4	5	1	32451	0	1000	1554	642	0	3	2	4	5	1	1646	2002	2364	2688	3054	6000	5000	1	1	1	1	1	1
1	3	0	5	1000	18020	18020.023	19	12.014	1	3	2	5	4	13254	0	1000	1548	550	0	1	3	2	5	4	1554	1896	2248	2588	2952	6000	5000	1	1	1	1	1	1
1	4	0	5	1000	23020	23020.001	24	10.003	1	4	5	2	3	14523	0	1000	1504	408	0	1	4	5	2	3	1412	1750	2084	2446	2810	6000	5000	1	1	1	1	1	1
1	5	1	5	1000	28020	28020.012	29	8.025	3	5	1	2	4	35124	0	1000	1484	622	0	3	5	1	2	4	1626	1956	2314	2638	2988	6000	5000	1	1	1	1	1	1
1	6	1	5	1000	33020	33021.995	34	8.009	1	4	5	2	3	14523	0	1000	1458	656	0	1	4	5	2	3	1660	1988	2322	2662	3016	6000	5000	1	1	1	1	1	1
1	7	0	5	1000	38020	38022	39	7.998	1	4	5	2	3	14523	0	1000	1476	614	0	1	4	5	2	3	1618	1936	2274	2620	2984	6000	5000	1	1	1	1	1	1
1	8	1	5	1000	43020	43021.997	44	5.994	1	3	2	5	4	13254	0	1000	1536	618	0	1	3	2	5	4	1622	1942	2304	2744	3048	6000	5000	1	1	1	1	1	1
1	9	1	5	1000	48020	48021.998	49	4.002	3	5	1	2	4	35124	0	1000	1440	652	0	3	5	1	2	4	1656	1958	2308	2644	2982	6000	5000	1	1	1	1	1	1
1	10	1	5	1000	53020	53022.006	54	2.017	3	2	4	5	1	32451	0	1000	1502	674	0	3	2	4	5	1	1678	2016	2350	2674	3036	6000	5000	1	1	1	1	1	1
1	11	1	5	1000	58020	58020.101	58	998.107	3	2	4	5	1	32451	0	1000	1502	760	0	3	2	4	5	1	1764	2104	2432	2768	3122	6000	5000	1	1	1	1	1	1
1	12	1	5	1000	63020	63020.106	63	996.106	1	4	5	2	3	14523	0	1000	1450	688	0	1	4	5	2	3	1692	2024	2366	2678	3030	6000	5000	1	1	1	1	1	1
1	13	1	5	1000	68020	68021.997	68	998	3	2	4	5	1	32451	0	1000	1474	608	0	3	2	4	5	1	1612	1954	2294	2612	2948	6000	5000	1	1	1	1	1	1
1	14	1	5	1000	73020	73020.006	73	994.005	1	3	2	5	4	13254	0	1000	1490	606	0	1	3	2	5	4	1610	1942	2300	2630	2982	6000	5000	1	1	1	1	1	1
1	15	0	5	1000	78020	78021.985	78	993.999	1	3	2	5	4	13254	0	1000	1496	574	0	1	3	2	5	4	1578	1890	2254	2616	2954	6000	5000	1	1	1	1	1	1
1	16	1	5	1000	83020	83020.013	83	990.027	1	4	5	2	3	14523	0	1000	1424	632	0	1	4	5	2	3	1636	1942	2272	2636	2976	6000	5000	1	1	1	1	1	1
1	17	1	5	1000	88020	88021.997	88	989.976	3	5	1	2	4	35124	0	16000	1508	540	0	3	5	1	2	4	1544	1862	2236	2576	2922	6000	5000	1	1	1	1	1	1
1	18	1	5	1000	108020	108020.001	108	982.005	3	5	1	2	4	35124	0	1000	1464	558	0	3	5	1	2	4	1562	1900	2262	2574	2916	6000	5000	1	1	1	1	1	1
1	19	0	5	1000	113020	113022	113	982.007	1	4	5	2	3	14523	0	1000	1464	592	0	1	4	5	2	3	1596	1926	2272	2620	2950	6000	5000	1	1	1	1	1	1
1	20	0	5	1000	118020	118021.999	118	980.013	1	4	5	2	3	14523	0	1000	1454	558	0	1	4	5	2	3	1562	1868	2210	2564	2920	6000	5000	1	1	1	1	1	1
1	21	1	5	1000	123020	123021.99	123	977.992	1	4	5	2	3	14523	0	1000	1426	600	0	1	4	5	2	3	1604	1926	2254	2578	2934	6000	5000	1	1	1	1	1	1
1	22	1	5	1000	128020	128020.002	128	973.947	1	3	2	5	4	13254	0	1000	1440	598	0	1	3	2	5	4	1602	1940	2284	2596	2926	6000	5000	1	1	1	1	1	1
1	23	1	5	1000	133020	133021.998	133	973.999	3	2	4	5	1	32451	0	1000	1496	698	0	3	2	4	5	1	1702	2016	2380	2718	3084	6000	5000	1	1	1	1	1	1
1	24	0	5	1000	138020	138021.998	138	973.998	1	4	5	2	3	14523	0	1000	1514	744	0	1	4	5	2	3	1748	2058	2446	2794	3168	6000	5000	1	1	1	1	1	1
1	25	0	5	1000	143020	143020	143	969.992	3	5	1	2	4	35124	0	1000	1548	648	0	3	5	1	2	4	1652	1990	2378	2738	3092	6000	5000	1	1	1	1	1	1
1	26	1	5	1000	148020	148021.998	148	970.011	1	3	2	5	4	13254	0	1000	1466	658	0	1	3	2	5	4	1662	1994	2356	2676	3028	6000	5000	1	1	1	1	1	1
1	27	0	5	1000	153020	153020.002	153	966.002	3	2	4	5	1	32451	0	1000	1490	628	0	3	2	4	5	1	1632	1956	2292	2626	3018	6000	5000	1	1	1	1	1	1
1	28	1	5	1000	158020	158021.985	158	965.989	1	3	2	5	4	13254	0	1000	1456	622	0	1	3	2	5	4	1626	1964	2308	2656	2990	6000	5000	1	1	1	1	1	1
1	29	0	5	1000	163020	163021.986	163	963.978	3	5	1	2	4	35124	0	1000	1480	600	0	3	5	1	2	4	1604	1924	2286	2632	2982	6000	5000	1	1	1	1	1	1
1	30	0	5	1000	168020	168021.997	168	962.005	3	5	1	2	4	35124	0	1000	1514	696	0	3	5	1	2	4	1700	2024	2418	2762	3126	6000	5000	1	1	1	1	1	1
1	31	0	5	1000	173020	173020.001	173	960.015	3	2	4	5	1	32451	0	1000	1496	646	0	3	2	4	5	1	1650	1954	2304	2636	3028	6000	5000	1	1	1	1	1	1
1	32	0	5	1000	178020	178021.987	178	959.989	3	5	1	2	4	35124	0	1000	1448	700	0	3	5	1	2	4	1704	2016	2380	2712	3062	6000	5000	1	1	1	1	1	1
1	33	0	5	1000	183020	183020.001	183	956.007	1	4	5	2	3	14523	0	1000	1418	658	0	1	4	5	2	3	1662	1958	2302	2646	3002	6000	5000	1	1	1	1	1	1
1	34	0	5	1000	188020	188022.003	188	955.921	1	3	2	5	4	13254	0	16000	1462	580	0	1	3	2	5	4	1584	1914	2270	2580	2944	6000	5000	1	1	1	1	1	1
