BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5	
1	1	0	5	1000	8020.000	8021.067	9	21.067	3	5	1	2	4	35124	0	1000	0.000	958.000	0	3	5	1	2	4	1962.000	2346.000	2694.000	3026.000	3310.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	2	0	5	1000	13020.000	13021.078	14	21.078	1	4	5	2	3	14523	0	1000	0.000	6.000	1	5	1	1	2	1	1964.000	1966.000	1980.000	1982.000	1996.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
1	3	0	5	1000	18020.000	18020.970	19	20.970	3	5	1	2	4	35124	0	1000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	6000.000	5000.000	0	1.000	1.000	1.000	1.000	1.000	-842150451	
BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5	
1	1	0	5	1000	8020.000	8021.013	9	21.013	3	5	1	2	4	35124	0	1000	1324.000	608.000	0	3	5	1	2	4	1612.000	1928.000	2260.000	2498.000	2776.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	2	0	5	1000	13020.000	13021.037	14	21.037	1	4	5	2	3	14523	0	1000	1244.000	410.000	0	1	4	5	2	3	1414.000	1730.000	1978.000	2298.000	2584.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	3	0	5	1000	18020.000	18020.997	19	20.997	3	5	1	2	4	35124	0	1000	1196.000	780.000	0	3	5	1	2	4	1784.000	2052.000	2352.000	2572.000	2838.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	4	0	5	1000	23020.000	23020.995	24	20.995	3	2	4	5	1	32451	0	1000	1124.000	556.000	0	3	2	4	5	1	1560.000	1820.000	2086.000	2288.000	2524.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	5	1	5	1000	28020.000	28021.026	29	21.026	3	2	4	5	1	32451	0	1000	1146.000	490.000	0	3	2	4	5	1	1494.000	1794.000	2062.000	2276.000	2528.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	6	1	5	1000	33020.000	33020.990	34	20.990	3	2	4	5	1	32451	0	1000	1192.000	778.000	0	3	2	4	5	1	1782.000	2066.000	2312.000	2548.000	2764.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	7	1	5	1000	38020.000	38020.996	39	20.996	1	4	5	2	3	14523	0	1000	1094.000	382.000	0	1	4	5	2	3	1386.000	1670.000	1886.000	2114.000	2350.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	8	0	5	1000	43020.000	43021.014	44	21.014	1	4	5	2	3	14523	0	1000	1048.000	366.000	0	1	4	5	2	3	1370.000	1654.000	1842.000	2086.000	2306.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	9	1	5	1000	48020.000	48020.997	49	20.997	3	2	4	5	1	32451	0	1000	1064.000	438.000	0	3	2	4	5	1	1442.000	1680.000	1910.000	2142.000	2380.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	10	1	5	1000	53020.000	53021.008	54	21.008	1	3	2	5	4	13254	0	1000	1064.000	576.000	0	1	3	2	5	4	1580.000	1832.000	2080.000	2278.000	2496.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	11	0	5	1000	58020.000	58020.997	59	20.997	1	4	5	2	3	14523	0	1000	1062.000	412.000	0	1	4	5	2	3	1416.000	1652.000	1864.000	2102.000	2366.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	12	0	5	1000	63020.000	63021.009	64	21.009	1	4	5	2	3	14523	0	1000	980.000	412.000	0	1	4	5	2	3	1416.000	1652.000	1840.000	2070.000	2302.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	13	1	5	1000	68020.000	68021.017	69	21.017	1	4	5	2	3	14523	0	1000	1074.000	540.000	0	1	4	5	2	3	1544.000	1840.000	2010.000	2292.000	2558.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	14	1	5	1000	73020.000	73021.009	74	21.009	3	5	1	2	4	35124	0	1000	1058.000	458.000	0	3	5	1	2	4	1462.000	1692.000	1964.000	2158.000	2426.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	15	1	5	1000	78020.000	78020.998	79	20.998	3	2	4	5	1	32451	0	1000	996.000	458.000	0	3	2	4	5	1	1462.000	1694.000	1946.000	2148.000	2398.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	16	0	5	1000	83020.000	83020.992	84	20.992	3	2	4	5	1	32451	0	1000	1028.000	480.000	0	3	2	4	5	1	1484.000	1750.000	1970.000	2182.000	2434.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	17	1	5	1000	88020.000	88021.006	89	21.006	3	5	1	2	4	35124	0	16000	1046.000	398.000	0	3	5	1	2	4	1402.000	1622.000	1874.000	2090.000	2306.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	18	1	5	1000	108020.000	108021.042	109	21.042	3	5	1	2	4	35124	0	1000	1098.000	414.000	0	3	5	1	2	4	1418.000	1670.000	1940.000	2156.000	2388.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	19	0	5	1000	113020.000	113021.007	114	21.007	1	4	5	2	3	14523	0	1000	1026.000	456.000	0	1	4	5	2	3	1460.000	1712.000	1906.000	2160.000	2374.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	20	1	5	1000	118020.000	118020.997	119	20.997	1	3	2	5	4	13254	0	1000	1092.000	476.000	0	1	3	2	5	4	1480.000	1748.000	1980.000	2168.000	2414.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	21	1	5	1000	123020.000	123020.996	124	20.996	3	5	1	2	4	35124	0	1000	1028.000	396.000	0	3	5	1	2	4	1400.000	1616.000	1850.000	2056.000	2288.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
1	22	1	5	1000	128020.000	128021.010	129	21.010	1	3	2	5	4	13254	0	1000	1016.000	434.000	0	1	3	2	5	4	1438.000	1674.000	1906.000	2090.000	2326.000	6000.000	5000.000	1	1.000	1.000	1.000	1.000	1.000	-842150451	
