BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	0	5	1000	8020	8020.014	9	14.014	3	5	1	2	4	35124	0	1000	1636	460	0	3	5	1	2	4	1464	1832	2210	2566	2920	6000	5000	1	1	1	1	1	1
1	2	1	5	1000	13020	13020.025	14	14.027	3	2	4	5	1	32451	0	1000	1462	550	0	3	2	4	5	1	1554	1890	2228	2546	2848	6000	5000	1	1	1	1	1	1
1	3	0	5	1000	18020	18020.019	19	11.994	3	2	4	5	1	32451	0	1000	1444	558	0	3	2	4	5	1	1562	1870	2164	2438	2734	6000	5000	1	1	1	1	1	1
1	4	1	5	1000	23020	23021.988	24	11.986	1	3	2	5	4	13254	0	1000	1412	578	0	1	3	2	5	4	1582	1888	2206	2492	2800	6000	5000	1	1	1	1	1	1
1	5	1	5	1000	28020	28020.027	29	8.003	3	2	4	5	1	32451	0	1000	1406	626	0	3	2	4	5	1	1630	1916	2222	2520	2818	6000	5000	1	1	1	1	1	1
1	6	1	5	1000	33020	33020.003	34	6.015	1	3	2	5	4	13254	0	1000	1430	504	0	1	3	2	5	4	1508	1808	2122	2424	2744	6000	5000	1	1	1	1	1	1
1	7	1	5	1000	38020	38020.025	39	4.025	1	3	2	5	4	13254	0	1000	1514	626	0	1	3	2	5	4	1630	1946	2280	2594	2912	6000	5000	1	1	1	1	1	1
1	8	1	5	1000	43020	43020.012	44	1.999	1	4	5	2	3	14523	0	1000	1458	572	0	1	4	5	2	3	1576	1884	2190	2496	2844	6000	5000	1	1	1	1	1	1
1	9	1	5	1000	48020	48022.039	49	4.037	1	3	2	5	4	13254	0	1000	1408	426	0	1	3	2	5	4	1430	1726	2044	2342	2626	6000	5000	1	1	1	1	1	1
1	10	0	5	1000	53020	53020.01	54	0	1	3	2	5	4	13254	0	1000	1386	500	0	1	3	2	5	4	1504	1798	2120	2400	2688	6000	5000	1	1	1	1	1	1
1	11	0	5	1000	58020	58020	58	998.008	3	2	4	5	1	32451	0	1000	1462	628	0	3	2	4	5	1	1632	1950	2252	2542	2864	6000	5000	1	1	1	1	1	1
1	12	0	5	1000	63020	63020.014	63	996.007	3	2	4	5	1	32451	0	1000	1450	542	0	3	2	4	5	1	1546	1856	2152	2464	2786	6000	5000	1	1	1	1	1	1
