BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	0	5	1000	8020	8021.989	9	18.002	3	5	1	2	4	35124	0	1000	1156	810	0	3	5	1	2	4	1816	2098	2348	2614	2850	6000	5000	1	1	1	1	1	1
1	2	0	5	1000	13020	13020.013	14	14.021	1	4	5	2	3	14523	0	1000	1144	380	0	1	4	5	2	3	1384	1652	1872	2168	2404	6000	5000	1	1	1	1	1	1
1	3	0	5	1000	18020	18020.023	19	12.023	3	5	1	2	4	35124	0	1000	1176	368	0	3	5	1	2	4	1372	1588	1870	2140	2422	6000	5000	1	1	1	1	1	1
1	4	0	5	1000	23020	23020.004	24	11.926	3	2	4	5	1	32451	0	1000	1212	384	0	3	2	4	5	1	1388	1656	1878	2104	2372	6000	5000	1	1	1	1	1	1
1	5	1	5	1000	28020	28020.002	29	10.002	3	2	4	5	1	32451	0	1000	1110	422	0	3	2	4	5	1	1426	1662	1892	2110	2346	6000	5000	1	1	1	1	1	1
1	6	1	5	1000	33020	33020.012	34	7.903	3	2	4	5	1	32451	0	1000	1092	392	0	3	2	4	5	1	1396	1662	1882	2082	2312	6000	5000	1	1	1	1	1	1
1	7	1	5	1000	38020	38020.024	39	6.038	1	4	5	2	3	14523	0	1000	1106	580	0	1	4	5	2	3	1584	1864	2058	2314	2580	6000	5000	1	1	1	1	1	1
1	8	0	5	1000	43020	43020.011	44	3.997	1	4	5	2	3	14523	0	1000	1026	348	0	1	4	5	2	3	1352	1598	1802	2050	2266	6000	5000	1	1	1	1	1	1
1	9	1	5	1000	48020	48022	49	3.998	3	2	4	5	1	32451	0	1000	1178	412	0	3	2	4	5	1	1416	1682	1916	2136	2416	6000	5000	1	1	1	1	1	1
1	10	1	5	1000	53020	53020.028	54	0	1	3	2	5	4	13254	0	1000	1058	382	0	1	3	2	5	4	1386	1652	1858	2068	2318	6000	5000	1	1	1	1	1	1
1	11	0	5	1000	58020	58020.012	58	1000.014	1	4	5	2	3	14523	0	1000	1004	388	0	1	4	5	2	3	1392	1622	1820	2072	2288	6000	5000	1	1	1	1	1	1
1	12	0	5	1000	63020	63020.113	63	998.115	1	4	5	2	3	14523	0	1000	994	420	0	1	4	5	2	3	1424	1708	1874	2140	2338	6000	5000	1	1	1	1	1	1
1	13	1	5	1000	68020	68020.001	68	996.013	1	4	5	2	3	14523	0	1000	962	470	0	1	4	5	2	3	1474	1724	1910	2142	2342	6000	5000	1	1	1	1	1	1
1	14	1	5	1000	73020	73021.998	73	996	3	5	1	2	4	35124	0	1000	1176	384	0	3	5	1	2	4	1388	1602	1892	2156	2440	6000	5000	1	1	1	1	1	1
1	15	1	5	1000	78020	78020.001	78	991.846	3	2	4	5	1	32451	0	1000	1192	404	0	3	2	4	5	1	1408	1644	1908	2160	2410	6000	5000	1	1	1	1	1	1
1	16	0	5	1000	83020	83020.011	83	990.022	3	2	4	5	1	32451	0	1000	1178	404	0	3	2	4	5	1	1408	1660	1912	2178	2440	6000	5000	1	1	1	1	1	1
1	17	1	5	1000	88020	88021.998	88	991.997	3	5	1	2	4	35124	0	16000	1106	388	0	3	5	1	2	4	1392	1634	1904	2154	2370	6000	5000	1	1	1	1	1	1
1	18	1	5	1000	108020	108020.004	108	982	3	5	1	2	4	35124	0	1000	1708	574	0	3	5	1	2	4	1578	1846	2128	2394	3088	6000	5000	1	1	1	1	1	1
1	19	0	5	1000	113020	113021.988	113	981.986	1	4	5	2	3	14523	0	1000	1378	370	0	1	4	5	2	3	1374	1686	1974	2306	2594	6000	5000	1	1	1	1	1	1
1	20	1	5	1000	118020	118020.022	118	977.909	1	3	2	5	4	13254	0	1000	1348	472	0	1	3	2	5	4	1476	1776	2074	2344	2660	6000	5000	1	1	1	1	1	1
1	21	1	5	1000	123020	123020.002	123	976.002	3	5	1	2	4	35124	0	1000	1240	494	0	3	5	1	2	4	1498	1728	2028	2328	2628	6000	5000	1	1	1	1	1	1
1	22	1	5	1000	128020	128021.999	128	977.998	1	3	2	5	4	13254	0	1000	1364	906	0	1	3	2	5	4	1910	2222	2514	2846	3128	6000	5000	1	1	1	1	1	1
1	23	0	5	1000	133020	133020.008	133	974.01	3	5	1	2	4	35124	0	1000	1312	472	0	3	5	1	2	4	1476	1760	2064	2362	2660	6000	5000	1	1	1	1	1	1
1	24	0	5	1000	138020	138020.132	138	972.133	3	5	1	2	4	35124	0	1000	1260	388	0	3	5	1	2	4	1392	1646	1946	2240	2524	6000	5000	1	1	1	1	1	1
1	25	1	5	1000	143020	143020.002	143	969.99	1	3	2	5	4	13254	0	1000	1264	372	0	1	3	2	5	4	1376	1666	1964	2214	2500	6000	5000	1	1	1	1	1	1
1	26	0	5	1000	148020	148020.002	148	967.999	3	2	4	5	1	32451	0	1000	1328	392	0	3	2	4	5	1	1396	1682	1964	2210	2492	6000	5000	1	1	1	1	1	1
1	27	0	5	1000	153020	153022.001	153	968.014	3	2	4	5	1	32451	0	1000	1280	402	0	3	2	4	5	1	1406	1678	1958	2212	2476	6000	5000	1	1	1	1	1	1
1	28	1	5	1000	158020	158020.012	158	964.015	1	3	2	5	4	13254	0	1000	1158	526	0	1	3	2	5	4	1530	1792	2046	2276	2524	6000	5000	1	1	1	1	1	1
1	29	1	5	1000	163020	163020.052	163	964.051	1	3	2	5	4	13254	0	1000	1154	374	0	1	3	2	5	4	1378	1646	1908	2126	2374	6000	5000	1	1	1	1	1	1
1	30	1	5	1000	168020	168022.002	168	964.002	1	4	5	2	3	14523	0	1000	1146	438	0	1	4	5	2	3	1442	1726	1954	2228	2474	6000	5000	1	1	1	1	1	1
1	31	0	5	1000	173020	173022.014	173	962.013	1	3	2	5	4	13254	0	1000	1140	404	0	1	3	2	5	4	1408	1678	1940	2156	2410	6000	5000	1	1	1	1	1	1
1	32	1	5	1000	178020	178020.001	178	957.986	1	3	2	5	4	13254	0	1000	1166	412	0	1	3	2	5	4	1416	1692	1950	2196	2446	6000	5000	1	1	1	1	1	1
1	33	1	5	1000	183020	183020.012	183	955.957	3	2	4	5	1	32451	0	1000	1138	510	0	3	2	4	5	1	1514	1780	2030	2242	2478	6000	5000	1	1	1	1	1	1
1	34	0	5	1000	188020	188022.032	188	956.028	1	4	5	2	3	14523	0	16000	1154	456	0	1	4	5	2	3	1460	1738	1964	2262	2510	6000	5000	1	1	1	1	1	1
1	35	0	5	1000	208020	208022.005	208	950.032	1	4	5	2	3	14523	0	1000	1228	392	0	1	4	5	2	3	1396	1712	1980	2246	2532	6000	5000	1	1	1	1	1	1
1	36	0	5	1000	213020	213020.002	213	946.002	3	2	4	5	1	32451	0	1000	1316	556	0	3	2	4	5	1	1560	1862	2146	2382	2678	6000	5000	1	1	1	1	1	1
1	37	0	5	1000	218020	218020.01	218	944.021	1	3	2	5	4	13254	0	1000	1292	376	0	1	3	2	5	4	1380	1686	1998	2248	2512	6000	5000	1	1	1	1	1	1
1	38	1	5	1000	223020	223021.985	223	944.003	3	5	1	2	4	35124	0	1000	1278	476	0	3	5	1	2	4	1480	1746	2016	2294	2564	6000	5000	1	1	1	1	1	1
1	39	0	5	1000	228020	228021.981	228	942.002	1	3	2	5	4	13254	0	1000	1198	558	0	1	3	2	5	4	1562	1830	2098	2328	2616	6000	5000	1	1	1	1	1	1
1	40	0	5	1000	233020	233021.98	233	942.007	3	5	1	2	4	35124	0	1000	1224	446	0	3	5	1	2	4	1450	1694	1966	2258	2528	6000	5000	1	1	1	1	1	1
1	41	1	5	1000	238020	238021.976	238	939.996	1	4	5	2	3	14523	0	1000	1148	376	0	1	4	5	2	3	1380	1666	1886	2148	2380	6000	5000	1	1	1	1	1	1
1	42	0	5	1000	243020	243021.984	243	938.007	3	5	1	2	4	35124	0	1000	1188	432	0	3	5	1	2	4	1436	1666	1932	2198	2464	6000	5000	1	1	1	1	1	1
1	43	1	5	1000	248020	248021.988	248	936.008	3	5	1	2	4	35124	0	1000	1176	364	0	3	5	1	2	4	1368	1618	1868	2118	2352	6000	5000	1	1	1	1	1	1
1	44	1	5	1000	253020	253021.979	253	934.002	3	5	1	2	4	35124	0	1000	1212	378	0	3	5	1	2	4	1382	1616	1882	2150	2420	6000	5000	1	1	1	1	1	1
1	45	0	5	1000	258020	258021.99	258	931.995	3	5	1	2	4	35124	0	1000	1232	426	0	3	5	1	2	4	1430	1670	1948	2230	2486	6000	5000	1	1	1	1	1	1
1	46	1	5	1000	263020	263021.978	263	930.003	3	2	4	5	1	32451	0	1000	1144	498	0	3	2	4	5	1	1502	1754	2014	2224	2450	6000	5000	1	1	1	1	1	1
1	47	1	5	1000	268020	268021.991	268	929.998	3	5	1	2	4	35124	0	1000	1192	430	0	3	5	1	2	4	1434	1650	1904	2168	2434	6000	5000	1	1	1	1	1	1
1	48	0	5	1000	273020	273020.002	273	926.024	3	2	4	5	1	32451	0	1000	1228	516	0	3	2	4	5	1	1520	1788	2038	2266	2502	6000	5000	1	1	1	1	1	1
1	49	1	5	1000	278020	278021.998	278	926.013	1	4	5	2	3	14523	0	1000	1240	498	0	1	4	5	2	3	1502	1770	1986	2254	2538	6000	5000	1	1	1	1	1	1
1	50	1	5	1000	283020	283021.977	283	924.005	3	2	4	5	1	32451	0	1000	1230	416	0	3	2	4	5	1	1420	1684	1952	2186	2420	6000	5000	1	1	1	1	1	1
1	51	0	5	1000	288020	288021.977	288	922.005	3	5	1	2	4	35124	0	16000	1184	396	0	3	5	1	2	4	1400	1638	1886	2154	2418	6000	5000	1	1	1	1	1	1
1	52	0	5	1000	308020	308021.997	308	916.006	3	5	1	2	4	35124	0	1000	1216	350	0	3	5	1	2	4	1354	1594	1876	2148	2396	6000	5000	1	1	1	1	1	1
1	53	0	5	1000	313020	313021.973	313	913.999	1	3	2	5	4	13254	0	1000	1244	356	0	1	3	2	5	4	1360	1676	1964	2194	2446	6000	5000	1	1	1	1	1	1
1	54	0	5	1000	318020	318021.98	318	911.996	3	2	4	5	1	32451	0	1000	1178	424	0	3	2	4	5	1	1428	1678	1950	2178	2398	6000	5000	1	1	1	1	1	1
1	55	0	5	1000	323020	323021.988	323	912.012	1	4	5	2	3	14523	0	1000	1110	360	0	1	4	5	2	3	1364	1630	1846	2082	2314	6000	5000	1	1	1	1	1	1
1	56	0	5	1000	328020	328022	328	908.02	1	3	2	5	4	13254	0	1000	1328	330	0	1	3	2	5	4	1334	1600	1914	2300	2520	6000	5000	1	1	1	1	1	1
1	57	1	5	1000	333020	333021.987	333	906.014	1	4	5	2	3	14523	0	1000	1138	418	0	1	4	5	2	3	1422	1706	1920	2164	2406	6000	5000	1	1	1	1	1	1
1	58	1	5	1000	338020	338022.021	338	906.034	1	4	5	2	3	14523	0	1000	1130	366	0	1	4	5	2	3	1370	1640	1852	2090	2352	6000	5000	1	1	1	1	1	1
1	59	1	5	1000	343020	343021.994	343	904.021	1	3	2	5	4	13254	0	1000	1146	514	0	1	3	2	5	4	1518	1786	2022	2272	2488	6000	5000	1	1	1	1	1	1
1	60	0	5	1000	348020	348021.981	348	902.013	1	3	2	5	4	13254	0	1000	1146	382	0	1	3	2	5	4	1386	1638	1908	2134	2374	6000	5000	1	1	1	1	1	1
1	61	0	5	1000	353020	353021.985	353	899.992	1	3	2	5	4	13254	0	1000	1160	416	0	1	3	2	5	4	1420	1690	1968	2174	2426	6000	5000	1	1	1	1	1	1
1	62	1	5	1000	358020	358021.974	358	898.004	3	2	4	5	1	32451	0	1000	1178	534	0	3	2	4	5	1	1538	1806	2052	2242	2486	6000	5000	1	1	1	1	1	1
1	63	0	5	1000	363020	363021.988	363	896	1	3	2	5	4	13254	0	1000	1264	418	0	1	3	2	5	4	1422	1712	1984	2238	2490	6000	5000	1	1	1	1	1	1
1	64	0	5	1000	368020	368021.984	368	893.985	1	4	5	2	3	14523	0	1000	1226	454	0	1	4	5	2	3	1458	1790	2090	2352	2548	6000	5000	1	1	1	1	1	1
1	65	1	5	1000	373020	373021.983	373	893.999	3	5	1	2	4	35124	0	1000	1112	484	0	3	5	1	2	4	1488	1712	1978	2240	2462	6000	5000	1	1	1	1	1	1
