BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	0	5	1000	8020	8021.991	9	18.019	3	2	4	5	1	32451	0	1000	1200	498	0	3	2	4	5	1	1502	1742	2018	2230	2494	6000	5000	1	1	1	1	1	1
1	2	1	5	1000	13020	13022.033	14	16.041	3	2	4	5	1	32451	0	1000	1064	424	0	3	2	4	5	1	1428	1668	1936	2134	2346	6000	5000	1	1	1	1	1	1
1	3	1	5	1000	18020	18021.981	19	14.011	1	3	2	5	4	13254	0	1000	1090	382	1	1	3	2	5	5	1386	1594	1826	2134	2300	6000	5000	0	1	1	1	1	1
1	4	1	5	1000	23020	23020.005	24	10	1	3	2	5	4	13254	0	1000	1064	384	0	1	3	2	5	4	1388	1616	1840	2060	2312	6000	5000	1	1	1	1	1	1
1	5	0	5	1000	28020	28020.002	29	8.01	3	2	4	5	1	32451	0	1000	1038	414	0	3	2	4	5	1	1418	1612	1824	2066	2316	6000	5000	1	1	1	1	1	1
1	6	0	5	1000	33020	33022.019	34	8.039	3	2	4	5	1	32451	0	1000	948	366	0	3	2	4	5	1	1370	1550	1768	1984	2168	6000	5000	1	1	1	1	1	1
1	7	0	5	1000	38020	38022.009	39	8.021	3	5	1	2	4	35124	0	1000	1244	374	0	3	5	1	2	4	1378	1598	1852	2258	2478	6000	5000	1	1	1	1	1	1
1	8	1	5	1000	43020	43022.005	44	6.013	3	5	1	2	4	35124	0	1000	996	464	0	3	5	1	2	4	1468	1690	1912	2168	2350	6000	5000	1	1	1	1	1	1
1	9	0	5	1000	48020	48021.985	49	3.994	3	2	4	5	1	32451	0	1000	1002	424	0	3	2	4	5	1	1428	1646	1878	2088	2260	6000	5000	1	1	1	1	1	1
1	10	0	5	1000	53020	53021.996	54	2.022	1	4	5	2	3	14523	0	1000	1050	408	0	1	4	5	2	3	1412	1632	1856	2114	2350	6000	5000	1	1	1	1	1	1
1	11	1	5	1000	58020	58021.994	59	0	1	4	5	2	3	14523	0	1000	792	366	1	1	4	5	1	2	1370	1554	1766	1978	2040	6000	5000	0	1	1	1	1	1
1	12	1	5	1000	63020	63021.976	63	997.982	1	3	2	5	4	13254	0	1000	942	332	0	1	3	2	5	4	1336	1552	1778	1988	2188	6000	5000	1	1	1	1	1	1
1	13	0	5	1000	68020	68021.975	68	997.968	1	3	2	5	4	13254	0	1000	1112	774	0	1	3	2	5	4	1778	2002	2238	2546	2820	6000	5000	1	1	1	1	1	1
1	14	1	5	1000	73020	73021.998	73	996.009	3	5	1	2	4	35124	0	1000	1090	426	0	3	5	1	2	4	1430	1676	1932	2190	2400	6000	5000	1	1	1	1	1	1
1	15	0	5	1000	78020	78021.975	78	994	3	5	1	2	4	35124	0	1000	934	392	0	3	5	1	2	4	1396	1610	1830	2064	2244	6000	5000	1	1	1	1	1	1
1	16	0	5	1000	83020	83020.01	83	990.035	1	4	5	2	3	14523	0	1000	1418	392	0	1	4	5	2	3	1396	1630	1850	2486	2688	6000	5000	1	1	1	1	1	1
1	17	1	5	1000	88020	88022.005	88	989.962	3	5	1	2	4	35124	0	16000	1066	394	0	3	5	1	2	4	1398	1630	1896	2162	2404	6000	5000	1	1	1	1	1	1
1	18	1	5	1000	108020	108022.006	108	984.004	3	5	1	2	4	35124	0	1000	940	486	0	3	5	1	2	4	1490	1716	1970	2188	2364	6000	5000	1	1	1	1	1	1
1	19	1	5	1000	113020	113021.973	113	981.979	1	4	5	2	3	14523	0	1000	1160	484	0	1	4	5	2	3	1488	1756	2024	2286	2546	6000	5000	1	1	1	1	1	1
1	20	0	5	1000	118020	118022.006	118	980.002	1	4	5	2	3	14523	0	1000	916	330	0	1	4	5	2	3	1334	1530	1752	1988	2136	6000	5000	1	1	1	1	1	1
1	21	0	5	1000	123020	123022.016	123	978.024	1	3	2	5	4	13254	0	1000	1132	364	0	1	3	2	5	4	1368	1584	1836	2206	2380	6000	5000	1	1	1	1	1	1
1	22	0	5	1000	128020	128021.992	128	977.986	1	3	2	5	4	13254	0	1000	970	508	0	1	3	2	5	4	1512	1738	1986	2200	2362	6000	5000	1	1	1	1	1	1
1	23	1	5	1000	133020	133021.992	133	974.02	1	3	2	5	4	13254	0	1000	880	470	0	1	3	2	5	4	1474	1692	1900	2082	2220	6000	5000	1	1	1	1	1	1
1	24	0	5	1000	138020	138022.005	138	972.024	3	5	1	2	4	35124	0	1000	920	594	0	3	5	1	2	4	1598	1790	2016	2196	2378	6000	5000	1	1	1	1	1	1
