BN	TN	seqType	Horizon	PrepTime	startTime	startTimeReal	startTRReal	startTRtime	press0	press1	press2	press3	press4	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	timeThreshold	timeThresholdSuper	points	Gain1	Gain2	Gain3	Gain4	Gain5
1	1	0	5	1000	8020	8020.009	9	16.034	3	2	4	5	1	32451	0	1000	1408	854	0	3	2	4	5	1	1858	2160	2456	2730	3024	6000	5000	1	1	1	1	1	1
1	2	1	5	1000	13020	13021.985	14	15.986	1	4	5	2	3	14523	0	1000	1356	520	0	1	4	5	2	3	1524	1830	2122	2416	2688	6000	5000	1	1	1	1	1	1
1	3	0	5	1000	18020	18021.987	19	13.976	3	2	4	5	1	32451	0	1000	1252	566	0	3	2	4	5	1	1570	1842	2088	2336	2584	6000	5000	1	1	1	1	1	1
1	4	1	5	1000	23020	23021.988	24	12.004	1	3	2	5	4	13254	0	1000	1248	488	0	1	3	2	5	4	1492	1770	2024	2270	2522	6000	5000	1	1	1	1	1	1
1	5	0	5	1000	28020	28020	29	7.999	1	3	2	5	4	13254	0	1000	1210	436	0	1	3	2	5	4	1440	1700	1962	2198	2448	6000	5000	1	1	1	1	1	1
1	6	0	5	1000	33020	33021.995	34	7.984	1	3	2	5	4	13254	0	1000	1194	376	0	1	3	2	5	4	1380	1650	1908	2154	2394	6000	5000	1	1	1	1	1	1
1	7	1	5	1000	38020	38021.993	39	5.993	1	3	2	5	4	13254	0	1000	1170	466	0	1	3	2	5	4	1470	1746	1990	2212	2454	6000	5000	1	1	1	1	1	1
1	8	1	5	1000	43020	43021.975	44	5.986	3	5	1	2	4	35124	0	1000	1200	438	0	3	5	1	2	4	1442	1702	1976	2222	2470	6000	5000	1	1	1	1	1	1
1	9	1	5	1000	48020	48021.985	49	4.009	1	3	2	5	4	13254	0	1000	1258	442	0	1	3	2	5	4	1446	1714	1982	2224	2504	6000	5000	1	1	1	1	1	1
1	10	1	5	1000	53020	53021.987	54	2.005	1	3	2	5	4	13254	0	1000	1254	474	0	1	3	2	5	4	1478	1750	2014	2270	2532	6000	5000	1	1	1	1	1	1
1	11	0	5	1000	58020	58021.986	59	0	1	4	5	2	3	14523	0	1000	1300	410	0	1	4	5	2	3	1414	1720	1988	2262	2534	6000	5000	1	1	1	1	1	1
1	12	0	5	1000	63020	63021.974	63	997.999	1	3	2	5	4	13254	0	1000	1348	438	0	1	3	2	5	4	1442	1744	2034	2288	2566	6000	5000	1	1	1	1	1	1
1	13	0	5	1000	68020	68021.965	68	996.008	3	5	1	2	4	35124	0	1000	1274	528	0	3	5	1	2	4	1532	1808	2088	2364	2630	6000	5000	1	1	1	1	1	1
1	14	0	5	1000	73020	73021.971	73	995.998	3	2	4	5	1	32451	0	1000	1316	590	0	3	2	4	5	1	1594	1894	2172	2438	2696	6000	5000	1	1	1	1	1	1
1	15	1	5	1000	78020	78021.981	78	994.014	3	2	4	5	1	32451	0	1000	1214	396	0	3	2	4	5	1	1400	1666	1914	2154	2382	6000	5000	1	1	1	1	1	1
